Start_Time,Duration,Year,Month,Day,Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Spd (km/h),Visibility (km),numeric_weather,weekend,holiday,type_Clear,type_Moist,type_Rain,type_Snow
2017-01-01 00:00:00-05:00,18,2017,1,1,0,1.5,-3.6,69.0,39.0,16.1,0,1,0,1,0,0,0
2017-01-01 01:00:00-05:00,13,2017,1,1,1,1.5,-3.9,67.0,35.0,16.1,0,1,0,1,0,0,0
2017-01-01 02:00:00-05:00,15,2017,1,1,2,1.0,-4.3,68.0,32.0,16.1,0,1,0,1,0,0,0
2017-01-01 03:00:00-05:00,10,2017,1,1,3,1.2,-4.3,67.0,37.0,16.1,0,1,0,1,0,0,0
2017-01-01 04:00:00-05:00,5,2017,1,1,4,1.3,-4.4,66.0,28.0,16.1,0,1,0,1,0,0,0
2017-01-01 05:00:00-05:00,8,2017,1,1,5,1.0,-4.1,69.0,30.0,16.1,0,1,0,1,0,0,0
2017-01-01 06:00:00-05:00,1,2017,1,1,6,0.7,-4.4,69.0,35.0,16.1,0,1,0,1,0,0,0
2017-01-01 07:00:00-05:00,5,2017,1,1,7,0.0,-4.8,70.0,28.0,16.1,0,1,0,1,0,0,0
2017-01-01 08:00:00-05:00,7,2017,1,1,8,-0.3,-5.3,69.0,26.0,16.1,0,1,0,1,0,0,0
2017-01-01 09:00:00-05:00,5,2017,1,1,9,-0.1,-5.5,67.0,26.0,16.1,0,1,0,1,0,0,0
2017-01-01 10:00:00-05:00,7,2017,1,1,10,1.0,-5.2,63.0,22.0,16.1,0,1,0,1,0,0,0
2017-01-01 11:00:00-05:00,16,2017,1,1,11,1.9,-5.3,59.0,26.0,16.1,0,1,0,1,0,0,0
2017-01-01 12:00:00-05:00,24,2017,1,1,12,2.6,-5.3,56.0,18.0,16.1,0,1,0,1,0,0,0
2017-01-01 13:00:00-05:00,34,2017,1,1,13,2.6,-5.8,54.0,18.0,16.1,0,1,0,1,0,0,0
2017-01-01 14:00:00-05:00,42,2017,1,1,14,3.0,-5.5,54.0,17.0,16.1,0,1,0,1,0,0,0
2017-01-01 15:00:00-05:00,43,2017,1,1,15,2.9,-5.4,54.0,15.0,16.1,0,1,0,1,0,0,0
2017-01-01 16:00:00-05:00,48,2017,1,1,16,2.8,-4.9,57.0,21.0,16.1,0,1,0,1,0,0,0
2017-01-01 17:00:00-05:00,42,2017,1,1,17,1.8,-4.9,61.0,15.0,16.1,0,1,0,1,0,0,0
2017-01-01 18:00:00-05:00,49,2017,1,1,18,2.2,-4.6,61.0,18.0,16.1,0,1,0,1,0,0,0
2017-01-01 19:00:00-05:00,37,2017,1,1,19,1.2,-3.5,71.0,11.0,16.1,0,1,0,1,0,0,0
2017-01-01 20:00:00-05:00,35,2017,1,1,20,1.6,-2.2,76.0,18.0,16.1,0,1,0,1,0,0,0
2017-01-01 21:00:00-05:00,23,2017,1,1,21,0.7,-3.4,74.0,15.0,16.1,0,1,0,1,0,0,0
2017-01-01 22:00:00-05:00,6,2017,1,1,22,0.9,-2.9,76.0,11.0,16.1,0,1,0,1,0,0,0
2017-01-01 23:00:00-05:00,10,2017,1,1,23,0.6,-3.2,76.0,8.0,16.1,0,1,0,1,0,0,0
2017-01-02 00:00:00-05:00,9,2017,1,2,0,0.9,-2.6,77.0,0.0,16.1,0,0,0,1,0,0,0
2017-01-02 01:00:00-05:00,8,2017,1,2,1,-0.5,-2.7,85.0,4.0,16.1,0,0,0,1,0,0,0
2017-01-02 02:00:00-05:00,11,2017,1,2,2,0.7,-1.9,83.0,13.0,16.1,0,0,0,1,0,0,0
2017-01-02 03:00:00-05:00,2,2017,1,2,3,0.6,-2.6,79.0,17.0,16.1,0,0,0,1,0,0,0
2017-01-02 04:00:00-05:00,1,2017,1,2,4,1.2,-2.2,78.0,22.0,16.1,0,0,0,1,0,0,0
2017-01-02 05:00:00-05:00,5,2017,1,2,5,1.0,-1.4,84.0,15.0,16.1,0,0,0,1,0,0,0
2017-01-02 06:00:00-05:00,6,2017,1,2,6,2.0,0.5,90.0,21.0,12.9,0,0,0,1,0,0,0
2017-01-02 07:00:00-05:00,6,2017,1,2,7,3.0,0.2,82.0,17.0,16.1,0,0,0,1,0,0,0
2017-01-02 08:00:00-05:00,12,2017,1,2,8,2.7,0.1,83.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-02 09:00:00-05:00,29,2017,1,2,9,2.3,0.4,87.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-02 10:00:00-05:00,41,2017,1,2,10,2.4,0.6,88.0,32.0,16.1,0,0,0,1,0,0,0
2017-01-02 11:00:00-05:00,32,2017,1,2,11,4.0,1.7,85.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-02 12:00:00-05:00,42,2017,1,2,12,4.7,0.1,72.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-02 13:00:00-05:00,67,2017,1,2,13,4.2,-0.2,73.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-02 14:00:00-05:00,78,2017,1,2,14,4.1,0.3,76.0,21.0,16.1,0,0,0,1,0,0,0
2017-01-02 15:00:00-05:00,74,2017,1,2,15,4.2,0.4,76.0,30.0,16.1,0,0,0,1,0,0,0
2017-01-02 16:00:00-05:00,65,2017,1,2,16,3.8,0.5,79.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-02 17:00:00-05:00,79,2017,1,2,17,3.9,0.6,79.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-02 18:00:00-05:00,76,2017,1,2,18,3.9,0.9,81.0,21.0,16.1,0,0,0,1,0,0,0
2017-01-02 19:00:00-05:00,58,2017,1,2,19,3.9,1.5,84.0,22.0,16.1,0,0,0,1,0,0,0
2017-01-02 20:00:00-05:00,59,2017,1,2,20,4.0,2.2,88.0,17.0,16.1,0,0,0,1,0,0,0
2017-01-02 21:00:00-05:00,41,2017,1,2,21,4.1,2.3,88.0,13.0,16.1,0,0,0,1,0,0,0
2017-01-02 22:00:00-05:00,32,2017,1,2,22,3.8,2.6,92.0,18.0,12.9,0,0,0,1,0,0,0
2017-01-02 23:00:00-05:00,20,2017,1,2,23,3.6,2.9,95.0,18.0,9.7,1,0,0,0,1,0,0
2017-01-03 00:00:00-05:00,11,2017,1,3,0,3.8,2.9,94.0,18.0,11.3,0,0,0,1,0,0,0
2017-01-03 01:00:00-05:00,12,2017,1,3,1,3.5,2.9,96.0,21.0,6.4,1,0,0,0,1,0,0
2017-01-03 02:00:00-05:00,5,2017,1,3,2,3.9,3.5,97.0,21.0,3.2,1,0,0,0,0,1,0
2017-01-03 03:00:00-05:00,3,2017,1,3,3,4.3,3.7,96.0,18.0,9.7,1,0,0,0,0,1,0
2017-01-03 04:00:00-05:00,2,2017,1,3,4,4.0,3.6,97.0,18.0,4.8,1,0,0,0,0,1,0
2017-01-03 05:00:00-05:00,2,2017,1,3,5,3.8,3.5,98.0,22.0,4.8,1,0,0,0,1,0,0
2017-01-03 06:00:00-05:00,7,2017,1,3,6,3.7,3.4,98.0,21.0,6.4,1,0,0,0,1,0,0
2017-01-03 07:00:00-05:00,10,2017,1,3,7,4.3,4.0,98.0,17.0,4.8,1,0,0,0,0,1,0
2017-01-03 08:00:00-05:00,30,2017,1,3,8,4.4,4.1,98.0,15.0,12.9,0,0,0,1,0,0,0
2017-01-03 09:00:00-05:00,135,2017,1,3,9,4.4,4.1,98.0,15.0,12.9,0,0,0,1,0,0,0
2017-01-03 10:00:00-05:00,99,2017,1,3,10,4.2,3.9,98.0,15.0,14.5,1,0,0,0,0,1,0
2017-01-03 11:00:00-05:00,30,2017,1,3,11,4.3,4.0,98.0,18.0,8.1,1,0,0,0,0,1,0
2017-01-03 12:00:00-05:00,20,2017,1,3,12,4.2,3.9,98.0,13.0,8.1,1,0,0,0,0,1,0
2017-01-03 13:00:00-05:00,21,2017,1,3,13,4.5,4.2,98.0,17.0,8.1,1,0,0,0,0,1,0
2017-01-03 14:00:00-05:00,24,2017,1,3,14,4.3,4.0,98.0,17.0,6.4,1,0,0,0,0,1,0
2017-01-03 15:00:00-05:00,20,2017,1,3,15,4.2,3.9,98.0,18.0,9.7,1,0,0,0,0,1,0
2017-01-03 16:00:00-05:00,22,2017,1,3,16,5.1,4.7,97.0,8.0,16.1,1,0,0,0,0,1,0
2017-01-03 17:00:00-05:00,83,2017,1,3,17,4.8,4.2,96.0,13.0,16.1,0,0,0,1,0,0,0
2017-01-03 18:00:00-05:00,158,2017,1,3,18,4.8,4.2,96.0,18.0,16.1,1,0,0,0,0,1,0
2017-01-03 19:00:00-05:00,72,2017,1,3,19,4.6,4.2,97.0,13.0,6.4,1,0,0,0,0,1,0
2017-01-03 20:00:00-05:00,43,2017,1,3,20,4.7,4.1,96.0,8.0,12.9,1,0,0,0,0,1,0
2017-01-03 21:00:00-05:00,18,2017,1,3,21,4.2,3.5,95.0,11.0,4.8,1,0,0,0,0,1,0
2017-01-03 22:00:00-05:00,23,2017,1,3,22,4.2,3.0,92.0,9.0,16.1,0,0,0,1,0,0,0
2017-01-03 23:00:00-05:00,21,2017,1,3,23,3.9,2.9,93.0,5.0,11.3,1,0,0,0,0,1,0
2017-01-04 00:00:00-05:00,11,2017,1,4,0,3.0,2.1,94.0,21.0,16.1,0,0,0,1,0,0,0
2017-01-04 01:00:00-05:00,11,2017,1,4,1,2.8,1.6,92.0,8.0,16.1,0,0,0,1,0,0,0
2017-01-04 02:00:00-05:00,0,2017,1,4,2,2.7,1.8,94.0,11.0,16.1,1,0,0,0,0,1,0
2017-01-04 03:00:00-05:00,2,2017,1,4,3,3.2,2.6,96.0,21.0,9.7,1,0,0,0,0,1,0
2017-01-04 04:00:00-05:00,0,2017,1,4,4,3.9,2.9,93.0,18.0,16.1,0,0,0,1,0,0,0
2017-01-04 05:00:00-05:00,3,2017,1,4,5,4.0,1.2,82.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-04 06:00:00-05:00,10,2017,1,4,6,3.6,0.3,79.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-04 07:00:00-05:00,18,2017,1,4,7,3.5,0.7,82.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-04 08:00:00-05:00,67,2017,1,4,8,3.5,0.4,80.0,37.0,16.1,0,0,0,1,0,0,0
2017-01-04 09:00:00-05:00,196,2017,1,4,9,2.6,-0.7,79.0,41.0,16.1,1,0,0,0,0,1,0
2017-01-04 10:00:00-05:00,153,2017,1,4,10,2.1,-3.8,65.0,52.0,16.1,0,0,0,1,0,0,0
2017-01-04 11:00:00-05:00,44,2017,1,4,11,0.9,-5.0,65.0,46.0,16.1,0,0,0,1,0,0,0
2017-01-04 12:00:00-05:00,60,2017,1,4,12,-1.1,-6.3,68.0,41.0,16.1,1,0,0,0,0,0,1
2017-01-04 13:00:00-05:00,65,2017,1,4,13,-2.6,-9.1,61.0,46.0,16.1,1,0,0,0,0,0,1
2017-01-04 14:00:00-05:00,73,2017,1,4,14,-3.5,-11.8,53.0,50.0,16.1,0,0,0,1,0,0,0
2017-01-04 15:00:00-05:00,43,2017,1,4,15,-3.9,-12.0,54.0,46.0,16.1,0,0,0,1,0,0,0
2017-01-04 16:00:00-05:00,59,2017,1,4,16,-4.3,-11.0,60.0,46.0,16.1,0,0,0,1,0,0,0
2017-01-04 17:00:00-05:00,122,2017,1,4,17,-4.8,-11.2,61.0,55.0,16.1,1,0,0,0,0,0,1
2017-01-04 18:00:00-05:00,186,2017,1,4,18,-5.3,-10.9,65.0,45.0,16.1,1,0,0,0,0,0,1
2017-01-04 19:00:00-05:00,131,2017,1,4,19,-6.2,-11.0,69.0,50.0,11.3,1,0,0,0,0,0,1
2017-01-04 20:00:00-05:00,57,2017,1,4,20,-6.7,-12.2,65.0,52.0,16.1,0,0,0,1,0,0,0
2017-01-04 21:00:00-05:00,35,2017,1,4,21,-6.8,-11.6,69.0,45.0,16.1,0,0,0,1,0,0,0
2017-01-04 22:00:00-05:00,32,2017,1,4,22,-6.9,-11.1,72.0,46.0,16.1,1,0,0,0,0,0,1
2017-01-04 23:00:00-05:00,23,2017,1,4,23,-7.1,-11.9,69.0,46.0,16.1,0,0,0,1,0,0,0
2017-01-05 00:00:00-05:00,11,2017,1,5,0,-6.9,-11.8,68.0,46.0,16.1,0,0,0,1,0,0,0
2017-01-05 01:00:00-05:00,5,2017,1,5,1,-6.8,-11.3,71.0,46.0,16.1,0,0,0,1,0,0,0
2017-01-05 02:00:00-05:00,3,2017,1,5,2,-6.1,-11.1,68.0,52.0,16.1,0,0,0,1,0,0,0
2017-01-05 03:00:00-05:00,1,2017,1,5,3,-5.8,-10.8,68.0,48.0,16.1,0,0,0,1,0,0,0
2017-01-05 04:00:00-05:00,0,2017,1,5,4,-5.8,-10.8,68.0,50.0,16.1,1,0,0,0,0,0,1
2017-01-05 05:00:00-05:00,1,2017,1,5,5,-6.1,-10.0,74.0,39.0,16.1,1,0,0,0,0,0,1
2017-01-05 06:00:00-05:00,6,2017,1,5,6,-6.6,-10.8,72.0,46.0,16.1,1,0,0,0,0,0,1
2017-01-05 07:00:00-05:00,10,2017,1,5,7,-6.9,-11.3,71.0,37.0,16.1,0,0,0,1,0,0,0
2017-01-05 08:00:00-05:00,55,2017,1,5,8,-6.9,-11.7,69.0,41.0,16.1,0,0,0,1,0,0,0
2017-01-05 09:00:00-05:00,153,2017,1,5,9,-6.7,-11.5,69.0,39.0,16.1,0,0,0,1,0,0,0
2017-01-05 10:00:00-05:00,134,2017,1,5,10,-6.8,-12.0,67.0,35.0,16.1,0,0,0,1,0,0,0
2017-01-05 11:00:00-05:00,40,2017,1,5,11,-6.4,-12.2,64.0,34.0,16.1,0,0,0,1,0,0,0
2017-01-05 12:00:00-05:00,40,2017,1,5,12,-6.5,-12.8,61.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-05 13:00:00-05:00,54,2017,1,5,13,-5.7,-12.7,58.0,37.0,16.1,0,0,0,1,0,0,0
2017-01-05 14:00:00-05:00,43,2017,1,5,14,-5.6,-12.8,57.0,30.0,16.1,0,0,0,1,0,0,0
2017-01-05 15:00:00-05:00,46,2017,1,5,15,-6.1,-12.7,60.0,30.0,16.1,1,0,0,0,0,0,1
2017-01-05 16:00:00-05:00,70,2017,1,5,16,-6.3,-12.2,63.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-05 17:00:00-05:00,126,2017,1,5,17,-6.8,-11.0,72.0,21.0,14.5,1,0,0,0,0,0,1
2017-01-05 18:00:00-05:00,149,2017,1,5,18,-6.8,-12.9,62.0,30.0,16.1,0,0,0,1,0,0,0
2017-01-05 19:00:00-05:00,108,2017,1,5,19,-7.3,-12.1,69.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-05 20:00:00-05:00,60,2017,1,5,20,-7.9,-13.8,63.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-05 21:00:00-05:00,36,2017,1,5,21,-8.5,-13.6,67.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-05 22:00:00-05:00,35,2017,1,5,22,-8.9,-14.2,66.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-05 23:00:00-05:00,24,2017,1,5,23,-9.4,-14.5,67.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-06 00:00:00-05:00,15,2017,1,6,0,-9.7,-15.3,64.0,22.0,16.1,0,0,0,1,0,0,0
2017-01-06 01:00:00-05:00,7,2017,1,6,1,-9.9,-14.6,69.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 02:00:00-05:00,6,2017,1,6,2,-10.2,-15.0,68.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 03:00:00-05:00,7,2017,1,6,3,-10.3,-14.4,72.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-06 04:00:00-05:00,1,2017,1,6,4,-10.6,-14.9,71.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 05:00:00-05:00,1,2017,1,6,5,-10.9,-14.8,73.0,21.0,16.1,0,0,0,1,0,0,0
2017-01-06 06:00:00-05:00,4,2017,1,6,6,-11.0,-14.8,74.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 07:00:00-05:00,15,2017,1,6,7,-11.3,-15.6,71.0,30.0,16.1,0,0,0,1,0,0,0
2017-01-06 08:00:00-05:00,49,2017,1,6,8,-11.5,-16.1,69.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 09:00:00-05:00,146,2017,1,6,9,-10.8,-15.8,67.0,21.0,16.1,0,0,0,1,0,0,0
2017-01-06 10:00:00-05:00,111,2017,1,6,10,-9.1,-15.9,58.0,21.0,16.1,0,0,0,1,0,0,0
2017-01-06 11:00:00-05:00,43,2017,1,6,11,-8.2,-16.0,54.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 12:00:00-05:00,30,2017,1,6,12,-6.8,-15.8,49.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-06 13:00:00-05:00,54,2017,1,6,13,-6.1,-15.7,47.0,21.0,16.1,0,0,0,1,0,0,0
2017-01-06 14:00:00-05:00,52,2017,1,6,14,-6.8,-16.3,47.0,22.0,16.1,0,0,0,1,0,0,0
2017-01-06 15:00:00-05:00,53,2017,1,6,15,-6.3,-15.9,47.0,22.0,16.1,0,0,0,1,0,0,0
2017-01-06 16:00:00-05:00,72,2017,1,6,16,-7.1,-16.4,48.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 17:00:00-05:00,132,2017,1,6,17,-8.3,-16.5,52.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-06 18:00:00-05:00,144,2017,1,6,18,-8.9,-16.6,54.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 19:00:00-05:00,92,2017,1,6,19,-9.3,-16.9,55.0,17.0,16.1,0,0,0,1,0,0,0
2017-01-06 20:00:00-05:00,50,2017,1,6,20,-9.4,-16.2,58.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-06 21:00:00-05:00,40,2017,1,6,21,-9.6,-16.0,60.0,17.0,16.1,0,0,0,1,0,0,0
2017-01-06 22:00:00-05:00,30,2017,1,6,22,-10.2,-16.2,62.0,22.0,16.1,0,0,0,1,0,0,0
2017-01-06 23:00:00-05:00,24,2017,1,6,23,-10.4,-15.8,65.0,17.0,16.1,0,0,0,1,0,0,0
2017-01-07 00:00:00-05:00,17,2017,1,7,0,-10.5,-15.5,67.0,15.0,16.1,0,1,0,1,0,0,0
2017-01-07 01:00:00-05:00,14,2017,1,7,1,-10.7,-15.3,69.0,18.0,16.1,0,1,0,1,0,0,0
2017-01-07 02:00:00-05:00,1,2017,1,7,2,-11.0,-15.5,70.0,13.0,16.1,0,1,0,1,0,0,0
2017-01-07 03:00:00-05:00,2,2017,1,7,3,-11.0,-15.6,69.0,15.0,16.1,0,1,0,1,0,0,0
2017-01-07 04:00:00-05:00,3,2017,1,7,4,-11.1,-15.6,70.0,17.0,16.1,0,1,0,1,0,0,0
2017-01-07 05:00:00-05:00,2,2017,1,7,5,-11.5,-15.8,71.0,9.0,16.1,0,1,0,1,0,0,0
2017-01-07 06:00:00-05:00,1,2017,1,7,6,-11.7,-15.8,72.0,9.0,16.1,0,1,0,1,0,0,0
2017-01-07 07:00:00-05:00,1,2017,1,7,7,-11.7,-15.5,74.0,11.0,16.1,0,1,0,1,0,0,0
2017-01-07 08:00:00-05:00,7,2017,1,7,8,-11.8,-15.4,75.0,9.0,16.1,0,1,0,1,0,0,0
2017-01-07 09:00:00-05:00,17,2017,1,7,9,-10.7,-14.2,76.0,8.0,16.1,0,1,0,1,0,0,0
2017-01-07 10:00:00-05:00,35,2017,1,7,10,-9.2,-13.2,73.0,15.0,16.1,0,1,0,1,0,0,0
2017-01-07 11:00:00-05:00,35,2017,1,7,11,-7.9,-12.9,68.0,11.0,16.1,0,1,0,1,0,0,0
2017-01-07 12:00:00-05:00,45,2017,1,7,12,-7.0,-13.5,60.0,15.0,16.1,0,1,0,1,0,0,0
2017-01-07 13:00:00-05:00,47,2017,1,7,13,-7.3,-13.3,63.0,13.0,16.1,1,1,0,0,0,0,1
2017-01-07 14:00:00-05:00,53,2017,1,7,14,-7.2,-13.2,62.0,15.0,16.1,1,1,0,0,0,0,1
2017-01-07 15:00:00-05:00,42,2017,1,7,15,-7.3,-14.0,59.0,21.0,16.1,1,1,0,0,0,0,1
2017-01-07 16:00:00-05:00,57,2017,1,7,16,-7.7,-14.2,60.0,26.0,16.1,0,1,0,1,0,0,0
2017-01-07 17:00:00-05:00,53,2017,1,7,17,-8.7,-16.9,52.0,26.0,16.1,0,1,0,1,0,0,0
2017-01-07 18:00:00-05:00,30,2017,1,7,18,-9.3,-16.8,55.0,22.0,16.1,0,1,0,1,0,0,0
2017-01-07 19:00:00-05:00,26,2017,1,7,19,-9.6,-16.8,56.0,28.0,16.1,0,1,0,1,0,0,0
2017-01-07 20:00:00-05:00,29,2017,1,7,20,-9.9,-16.3,60.0,34.0,16.1,0,1,0,1,0,0,0
2017-01-07 21:00:00-05:00,15,2017,1,7,21,-9.9,-15.1,66.0,34.0,16.1,0,1,0,1,0,0,0
2017-01-07 22:00:00-05:00,10,2017,1,7,22,-10.1,-14.6,70.0,34.0,16.1,0,1,0,1,0,0,0
2017-01-07 23:00:00-05:00,13,2017,1,7,23,-10.0,-13.8,74.0,34.0,16.1,0,1,0,1,0,0,0
2017-01-08 00:00:00-05:00,12,2017,1,8,0,-10.0,-13.6,75.0,37.0,16.1,0,1,0,1,0,0,0
2017-01-08 01:00:00-05:00,16,2017,1,8,1,-10.0,-13.5,76.0,35.0,16.1,0,1,0,1,0,0,0
2017-01-08 02:00:00-05:00,6,2017,1,8,2,-9.6,-13.5,73.0,32.0,16.1,0,1,0,1,0,0,0
2017-01-08 03:00:00-05:00,4,2017,1,8,3,-8.8,-12.0,78.0,34.0,16.1,1,1,0,0,0,0,1
2017-01-08 04:00:00-05:00,0,2017,1,8,4,-8.1,-14.4,61.0,28.0,16.1,0,1,0,1,0,0,0
2017-01-08 05:00:00-05:00,1,2017,1,8,5,-8.4,-13.3,68.0,26.0,16.1,0,1,0,1,0,0,0
2017-01-08 06:00:00-05:00,0,2017,1,8,6,-8.9,-16.7,54.0,24.0,16.1,0,1,0,1,0,0,0
2017-01-08 07:00:00-05:00,2,2017,1,8,7,-9.6,-16.6,57.0,22.0,16.1,0,1,0,1,0,0,0
2017-01-08 08:00:00-05:00,8,2017,1,8,8,-10.1,-16.5,60.0,18.0,16.1,0,1,0,1,0,0,0
2017-01-08 09:00:00-05:00,10,2017,1,8,9,-9.9,-18.8,49.0,34.0,16.1,0,1,0,1,0,0,0
2017-01-08 10:00:00-05:00,27,2017,1,8,10,-9.8,-16.0,61.0,34.0,16.1,0,1,0,1,0,0,0
2017-01-08 11:00:00-05:00,28,2017,1,8,11,-9.3,-16.2,58.0,30.0,16.1,0,1,0,1,0,0,0
2017-01-08 12:00:00-05:00,31,2017,1,8,12,-9.1,-18.2,48.0,30.0,16.1,0,1,0,1,0,0,0
2017-01-08 13:00:00-05:00,30,2017,1,8,13,-9.0,-18.6,46.0,26.0,16.1,0,1,0,1,0,0,0
2017-01-08 14:00:00-05:00,43,2017,1,8,14,-8.5,-19.3,42.0,32.0,16.1,0,1,0,1,0,0,0
2017-01-08 15:00:00-05:00,36,2017,1,8,15,-9.1,-18.2,48.0,21.0,16.1,0,1,0,1,0,0,0
2017-01-08 16:00:00-05:00,48,2017,1,8,16,-9.6,-16.2,59.0,18.0,16.1,1,1,0,0,0,0,1
2017-01-08 17:00:00-05:00,37,2017,1,8,17,-10.3,-15.9,64.0,9.0,16.1,0,1,0,1,0,0,0
2017-01-08 18:00:00-05:00,39,2017,1,8,18,-10.1,-18.9,49.0,22.0,16.1,0,1,0,1,0,0,0
2017-01-08 19:00:00-05:00,32,2017,1,8,19,-10.4,-18.3,53.0,17.0,16.1,0,1,0,1,0,0,0
2017-01-08 20:00:00-05:00,22,2017,1,8,20,-10.7,-17.6,57.0,13.0,16.1,0,1,0,1,0,0,0
2017-01-08 21:00:00-05:00,28,2017,1,8,21,-10.5,-15.2,69.0,18.0,16.1,0,1,0,1,0,0,0
2017-01-08 22:00:00-05:00,14,2017,1,8,22,-9.9,-14.6,69.0,17.0,16.1,0,1,0,1,0,0,0
2017-01-08 23:00:00-05:00,15,2017,1,8,23,-9.2,-13.5,71.0,17.0,16.1,0,1,0,1,0,0,0
2017-01-09 00:00:00-05:00,15,2017,1,9,0,-8.3,-12.3,73.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-09 01:00:00-05:00,1,2017,1,9,1,-7.8,-12.7,68.0,26.0,16.1,1,0,0,0,0,0,1
2017-01-09 02:00:00-05:00,0,2017,1,9,2,-7.7,-13.4,64.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-09 03:00:00-05:00,1,2017,1,9,3,-7.1,-13.2,62.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-09 04:00:00-05:00,0,2017,1,9,4,-6.5,-13.8,57.0,30.0,16.1,0,0,0,1,0,0,0
2017-01-09 05:00:00-05:00,2,2017,1,9,5,-6.8,-13.3,60.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-09 06:00:00-05:00,3,2017,1,9,6,-5.8,-10.4,70.0,32.0,16.1,1,0,0,0,0,0,1
2017-01-09 07:00:00-05:00,25,2017,1,9,7,-5.1,-9.6,71.0,45.0,16.1,1,0,0,0,0,0,1
2017-01-09 08:00:00-05:00,68,2017,1,9,8,-5.2,-10.4,67.0,45.0,16.1,1,0,0,0,0,0,1
2017-01-09 09:00:00-05:00,181,2017,1,9,9,-5.0,-9.7,70.0,37.0,16.1,1,0,0,0,0,0,1
2017-01-09 10:00:00-05:00,135,2017,1,9,10,-4.9,-8.7,75.0,43.0,16.1,1,0,0,0,0,0,1
2017-01-09 11:00:00-05:00,37,2017,1,9,11,-4.5,-7.9,77.0,43.0,11.3,1,0,0,0,0,0,1
2017-01-09 12:00:00-05:00,38,2017,1,9,12,-3.5,-8.0,71.0,41.0,16.1,0,0,0,1,0,0,0
2017-01-09 13:00:00-05:00,55,2017,1,9,13,-2.9,-8.8,64.0,45.0,16.1,0,0,0,1,0,0,0
2017-01-09 14:00:00-05:00,52,2017,1,9,14,-3.0,-9.7,60.0,37.0,16.1,0,0,0,1,0,0,0
2017-01-09 15:00:00-05:00,48,2017,1,9,15,-2.2,-9.0,60.0,34.0,16.1,0,0,0,1,0,0,0
2017-01-09 16:00:00-05:00,63,2017,1,9,16,-2.3,-9.3,59.0,24.0,16.1,0,0,0,1,0,0,0
2017-01-09 17:00:00-05:00,141,2017,1,9,17,-2.3,-9.0,60.0,35.0,16.1,0,0,0,1,0,0,0
2017-01-09 18:00:00-05:00,202,2017,1,9,18,-2.7,-8.4,65.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-09 19:00:00-05:00,123,2017,1,9,19,-2.6,-7.9,67.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-09 20:00:00-05:00,66,2017,1,9,20,-2.0,-6.9,69.0,32.0,16.1,0,0,0,1,0,0,0
2017-01-09 21:00:00-05:00,54,2017,1,9,21,-1.6,-6.6,69.0,37.0,16.1,0,0,0,1,0,0,0
2017-01-09 22:00:00-05:00,23,2017,1,9,22,-1.4,-6.4,69.0,26.0,16.1,0,0,0,1,0,0,0
2017-01-09 23:00:00-05:00,31,2017,1,9,23,-1.2,-8.0,60.0,28.0,16.1,0,0,0,1,0,0,0
2017-01-10 00:00:00-05:00,13,2017,1,10,0,-1.2,-8.0,60.0,34.0,16.1,0,0,0,1,0,0,0
2017-01-10 01:00:00-05:00,4,2017,1,10,1,-0.9,-7.5,61.0,34.0,16.1,0,0,0,1,0,0,0
2017-01-10 02:00:00-05:00,3,2017,1,10,2,-0.7,-7.1,62.0,28.0,16.1,0,0,0,1,0,0,0
